,0
1301,"As an archivist, I want to upload scans of images created while answering research requests, so that they can be used again for other research requests."
1302,"As an archivist, I want to create quality scans of images and documents, so that they can be reused."
1303,"As an archivist, I want to automatically create access derivatives of digital objects, so that I don't have to do this manually."
1304,"As an archivist, I want to automatically assign unique identifiers to material I scan, so that I avoid potential errors."
1305,"As an archivist, I want to automatically embed metadata in file headers, so that I avoid repetitive and easily-forgotten tasks."
1306,"As an archivist, I want to rotate images, so that I can orient them correctly."
1307,"As an archivist, I want to apply automatic contrast and level operations to a scanned file, so that I can eliminate unnecessary work."
1308,"As an archivist, I want to perform contrast, level and other manipulations manually, so that I can improve on results from automated tools."
1309,"As a donor representative, I want to supply incremental accruals to new and existing collections, so that material can be transferred on an ongoing basis."
1310,"As an archivist, I want to manage scans of archival material created for educational visits, so that find and refer to them for another visit."
1311,"As an archivist, I want to manage loan documentation, including preservation photos, forms and correspondence, so that I can find it easily later."
1312,"As a researcher, I want to generate structured citation data, so that so I can cite a file in a publication."
1313,"As a researcher, I want to share a link to a file on social media, so that so I can show other people an interesting thing I found."
1314,"As a researcher, I want to understand the copyright status of the image, so that I know if I can use it."
1315,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication."
1316,"As a researcher, I want to share reports I've written, so that it is available to staff and researchers."
1317,"As a researcher, I want to download a file, so that I can use it for research without having to come to the reading room."
1318,"As a researcher, I want to download reports, so that I can use them in immediate and future in talks and articles."
1319,"As a researcher, I want to locate photographs and documents that I can share on social media."
1320,"As a researcher, I want to request analog versions of digital objects, so that I can view them in the reading room."
1321,"As a researcher, I want to order copies of photos, so that I can use them in a publication."
1322,"As a researcher, I want to receive a notification if something I request in the reading room or for duplication is already digitized, so that I don't have to put in that request."
1323,"As an archivist, I want to make information about rights available to researchers and donors, so that they know what they can do with images."
1324,"As an archivist, I want to ensure that emails sent about specific objects contain accurate citation information, so that I can confirm which object is being referred to."
1325,"As a researcher, I want to stream audio and video files in my web browser."
1326,"As a researcher, I want to export descriptive data in a common format, so that I can use text mining tools on it."
1327,"As an archivist, I want to track use of a photo, so that I know if I've sent it to a researcher before."
1328,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets."
1329,"As an archivist, I want to provide access to digital copies of unprocessed material, so that donors can access things they have given us."
1330,"As an archivist, I want to make as much archival material as possible available for use, so that I can fulfill the RAC's mission."
1331,"As an archivist, I want to use archival content on the RAC website, so that I can integrate our collections into our web presence."
1332,"As a donor representative, I want to access the descriptive information about the images scanned for my institutions needs."
1333,"As a donor representative, I want to look at images that have been scanned from my collection, so that so that I can use them in my institutions exhibits, reports etc."
1334,"As a researcher, I want to search all files by keyword."
1335,"As a researcher, I want to search by keyword, so that I can learn what already exists digitally and avoid placing additional duplication requests."
1336,"As a researcher, I want to see common material across collections, so that so I can prepare a comprehensive analysis."
1337,"As a researcher, I want to browse through files in a collection."
1338,"As an archivist, I want to browse through files in a collection."
1339,"As an archivist, I want to search all files by keyword."
1340,"As an archivist, I want to upload inventories, so that our donor representatives have an easier time requesting their material."
1341,"As an archivist, I want to search by tag, so that it makes finding particular photographs easier."
1342,"As an archivist, I want to access the digital files on the X-drive, so that I can use them."
1343,"As an assistant archivist, I want to easily access interdepartmental forms."
1344,"As an archivist, I want to have electronic versions of the collection files available for staff use, so that I increase accessibility and I do not lose the original files."
1345,"As a researcher, I want to be able to search across photo collection images, so that I can prepare presentations."
1346,"As a researcher, I want to search using structured data, so that I can find everything relevant to my inquiry across collections."
1347,"As a researcher, I want to access tagged working papers, so that my research process is better informed."
1348,"As a researcher, I want to access educational outreach materials, so that I can make connections with institutions."
1349,"As a researcher, I want to have accurate cross-collection citation information, so that I can find materials again."
1350,"As a researcher, I want to access digitized archival materials without mediation, so that I can decide what, I want to look at."
1351,"As an archivist, I want to distinguish between images scanned in color or black and white, so that I know whether or not these images meet publication requirements."
1352,"As a researcher, I want to ask a question about a specific file, so that I can find out more information."
1353,"As a researcher, I want to search OCRed text in all available digitized textual documents, so that I can more efficiently locate digitized documents relevant to my research."
1354,"As a researcher, I want to know the date on which something was digitized, so that I know if it's been digitized since I last looked."
1355,"As a researcher, I want to keyword search across all of an RF program officer's scanned diaries, rather than having to search each scanned diary segment separately, so that I can more efficiently locate diary entries relevant to my research."
1356,"As an archivist, I want to access inventories for unprocessed collections, so that I can provide reference services to donors."
1357,"As a researcher, I want to view thumbnails of photos, so that I can make a selection of which one I want to license."
1358,"As a researcher, I want to know when only part of a folder has been digitized, so that I know if I am seeing everything or only a portion."
1359,"As a donor representative, I want to see thumbnails of images, so that I can select which one I want."
1360,"As an researcher, I want to view film clips, so that I can see excerpts of films."
1361,"As an archivist, I want to search images by photographer."
1362,"As an archivist, I want to search images by people represented in them."
1363,"As an archivist, I want to search images by place the photo was taken."
1364,"As an archivist, I want to search images by rights."
1365,"As an archivist, I want to search index cards and other non-public finding aids, so that I can provide better research assistance."
1366,"As an archivist, I want to view collection files, so that I can gain background information for processing a collection."
1367,"As an archivist, I want to view physical locations for non-archival material, so that I can provide research services to donors."
1368,"As an archivist, I want to find files that cannot be made publicly available, so that I can easily access everything that's been digitized."
1369,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers."
1370,"As an archivist, I want to search individual material types."
1371,"As an archivist, I want to search images by uploading an image, so that so I can find images when i don't have any metadata."
1372,"As an administrator, I want to create user groups, so that I can control user permissions."
1373,"As an administrator, I want to create user roles, so that I can group users by role."
1374,"As an administrator, I want to assign RAC staff to different user groups, so that I can control read/write access."
1375,"As an administrator, I want to assign rights to user groups or roles, so that I can control what users can and can't do."
1376,"As an administrator, I want to allow users to log in using Active Directory credentials, so that I don't have to manage another set of usernames and passwords."
1377,"As an administrator, I want to have researchers reset their own passwords, so that I don't have to send passwords in cleartext."
1378,"As an administrator, I want to limit who can see certain metadata fields, so that I can show or hide things from display based on user groups."
1379,"As a collection curator, I want to set a date after which data will expire and be deleted or hidden then deleted."
1380,"As a collection curator, I want to see the scheduled records deletion date be displayed on the item and component pages."
1381,"As a repository manager, I want to track who is financially responsible for each item in the repository, who should probably be a person contact including name, phone, email, maybe title and address."
1382,"As a repository manager, I want to be able t run a report periodically showing the storage consumed by each financial contact."
1383,"As a collection curator, I want to map an item or items from one collection to another, so that an item may administratively belong to one collection but could appear in other collections."
1384,"As a faculty member, I want to add a date delimiter to a search string, so that I can limit a search to return only results from before, after, or between a given date or dates."
1385,"As a developer, I want to determine if we can use the in-built Fedora 4 event audit services."
1386,"As a DPC, I want events to be created when a publication is published and unpublished, who did it, comment, so that I can record when and why something was made unavailable.  "
1387,"As a repository manager, I want to specify the remote replication policy for each collection."
1388,"As a repository manager, I want to elect to either replicate remotely or not and possibly to replicate beyond the primary remote site."
1389,"As a collection curator, I want to have the repository queue my collection for replication upon ingest to our remote storage site and to display the remote replication status in each item and component page in the staff interface."
1390,"As a collection curator, I want to have a summary of all remote replication status at collection level on my dashboard."
1391,"As a collection curator, I want to have my collection be encrypted with a key maintained on that server, a checksum made and stored of the encrypted file, and the encrypted file replicated to our remote storage site."
1392,"As a collection curator, I want to lift an embargo for an object in a simple way."
1393,"As a repoadmin, I want to have Symplectic Elements bidirectionally communicate and integrate with DDR, which  provide a Fedora Connector and Emory is using a hidden Fedora instance that Hydra collects objects for."
1394,"As a collection curator, I want to have items be made available under the permissions they were configured once the embargo date has been reached."
1395,"As a collection curator, I want to create deposit forms specific to the collection."
1396,"As a collection curator, I want to allow some collections the option of setting an embargo date at deposit."
1397,"As a collection curator, I want to have item metadata to be discoverable while the item is under embargo."
1398,"As a collection curator, I want to have the item to be allowed under the access permissions set on the object after the embargo data is reached."
1399,"As a repoadmin, I want to have users to be presented with a license or a selection of licenses, specific to the collection, and deposit to be denied if the submitter does not accept the license."
1400,"As a repoadmin, I want to have the license be recorded in metadata and displayed alongside the item."
1401,"As a DigitalRecords Archivist, I want to have a method to batch ingest ETDs we receive from ProQuest."
1402,"As a DigitalRecords Archivist, I want to have the batch ingest tool to recognize and set embargoes, permissions for embargoed items should be allow everyone to view metadata, and collection curator and repository administrators to download the files."
1403,"As a DigitalRecords Archivist, I want to have the repository to lift embargoes on the release date and set the access controls to the configuration set on item on that date."
1404,"As a visitor, I want to see the embargo status and release date clearly displayed and perhaps highlighted in some way."
1405,"As a DigitalRecords Archivist, I want to have a method to add and remove multiple people to deposit groups in specific collections, to set a date that the deposit window closes, and to have these permissions conferred on these depositors should pick up on the collection's default permission."
1406,"As a DigitalRecords Archivist, I want to edit the length of embargoes."
1407,"As a DigitalRecords Archivist, I want to expose the descriptive record for each ETD item for re-use external to Fedora."
1408,"As a DigitalRecords Archivist, I want to grant embargo privileges to other repository administrators."
1409,"As a DigitalRecords Archivist, I want to have a method to add and remove individual people from deposit groups."
1410,"As a collection curator, I want to have a tool to perform author authority control."
1411,"As a collection curator, I want to move items from one collection to another."
1412,"As a repoadmin, I want to expose repository contents via OAI-PMH."
1413,Auditing & Reporting.
1414,"As a DigitalRecords Archivist, I want to view and download summary embargo metadata for all ETDs in the repository."
1415,"As a batch submitter, I want to provide my data and metadata in a simple, documented format to the repository staff for ingest."
1416,"As repository manager, I want to view authenticated, active users and anonymous users."
1417,"As a repository manager, I want to schedule a message to users to be displayed on each page on the repository between select times for things like notification of upcoming downtime."
1418,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides."
1419,"As a repository manager, I want to view a dashboard statistics about collections size including a list of collections, the number of items and components in each, total storage consumed by each collection, visualization of deposit activity."
1420,"As a collection curator, I want to see a dashboard widget showing a summary of recent submissions to my collection."
1421,"As a repoadmin, I want to continue to provide access to the repository in the event that the server fails."
1422,"As a repoadmin, I want to provide the server SLA to data contributors."
1423,"As a repoadmin, I want to update the repository index without disrupting access to the public interface."
1424,"As a repoadmin, I want to provide a Linked Data interface to the repository."
1425,"As a repoadmin, I want to have Symplectic Elements to communicate"
1426,bidirectionally with the repository.
1427,"As a developer, I want to upgrade to Fedora 4 and migrate our applications and data."
1428,"As a collection curator, I want to have metadata changes made to items with repository-assigned DOIs to be propagated to the EZID."
1429,"As a collection curator, I want to canonically identify authors and creators of my items by unique identifier, so that it's easier to view all of the works by that person together."
1430,"As a collection curator, I want to see the referers for visitors who use resolver-abstracted links to reach my items."
1431,"As a data contributor, I want to refer to the Disaster Recovery Plan in grant proposals and Data Management Plans."
1432,"As a depositor, I want to get feedback post-ingest alerting me if files I submitted do not conform to their format specifications, if they are not valid, or if they are not wellformed."
1433,"As a batch submitter, I want to access documentation describing the folder ingest process."
1434,"As a depositor, I want to see what kinds of things the repository accepts and what formats are accepted and recommended."
1435,"As a depositor, I want to easily find information about which data can be assigned a DOI, how to get one, and what metadata are required."
1436,"As a collection curator, I want to create groups of users to manage permissions in the repository in an easy way."
1437,"As a collection curator, I want to restrict access to my collection or items to Duke IP addresses."
1438,"As a collection curator, I want users to contact me directly from the repository to request access to restricted objects."
1439,"As a collection owner, I want to have submitters to my collection to be unable to modify existing items in that collection."
1440,"As a superuser, I want to enter and exit the superuser scope."
1441,As a collection curator I want to change permissions on one or more items simultaneously.
1442,"As a collection curator, I want to be able require authentication to access objects unless the request is coming from a whitelisted IP address, list of addresses."
1443,"As a repository manager, I want to view available versions of an object and restore a version from the staff interface."
1444,"As a collection curator, I want to view the permission on my objects all together."
1445,"As a non-Duke researcher, I want to describe my team and mine's objects in the repository after they've been deposited if we've been assigned permission to edit metadata."
1446,"As a faculty member, I want to go to my repository dashboard to manage members of my classes, grant submit permissions by pasting in a list of NetIDs, see confirmation that DDR recognizes the NetIDs, ability to manually remove permissions, ability to set begin and end dates for a submission window, and a have a status screen to clearly illustrate who has and hasn't submitted."
1447,"As a site member, I want to describe myself on my own page in a semi-structured way, so that others can learn about me."
1448,"As a site member, I want to fill out an application to become a Certified Scrum Practitioner, so that I can earn that designation."
1449,"As a Practitioner, I want to include additional details about me in my profile page, so that I can showcase my experience."
1450,"As a site member, I want to fill out an application to become a Certified Scrum Trainer, so that I can teach CSM and CSPO courses and certify others."
1451,"As a Trainer, I want to include additional details in my profile page about me, so that others can learn about me and decide if I am the right trainer for them."
1452,"As a Practitioner, I want to write an article for the site with a small graphic shown with the article showing my CSP or CST status, so that others know my certifications when reading."
1453,"As a trainer, I want to list my upcoming classes in my profile and include a link to a detailed page about each, so that prospective attendees can find my courses."
1454,"As a site member, I want to view the profiles of other members, so that I can find others I might want to connect with."
1455,"As a site member, I want to search for profiles based on a few fields, so that I can find others I might want to connect with."
1456,"As a site member, I want to mark my profile as private in which case only my name will appear, so that no one can learn things about me I don't want shared."
1457,"As a site member, I want to mark my email address as private even if the rest of my profile is not, so that no one can contact me."
1458,"As a site member, I want to send an email to any member via a form, so that we can connect."
1459,"As a site administrator, I want to read practicing and training applications and approve or reject them, so that only applicants who qualify can become CSPs or CSTs."
1460,"As a site administrator, I want to edit any site member profile, so that I can correct problems for members."
1461,"As a site visitor, I want to read current news on the home page, so that I stay current on agile news."
1462,"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me."
1463,"As a site visitor, I want to email news items to the editor, so that they can be considered for publication."
1464,"As a site editor, I want to set the following dates on a news item: Start Publishing Date, Old News Date, Stop Publishing Date, so that articles are published on and through appropriate dates."
1465,"As a site member, I want to subscribe to an RSS feed of news, so that I remain sufficiently and easily informed."
1466,"As a site editor, I want to assign priority numbers to news items, so that I can indicate which articles I want featured most prominently on the site."
1467,"As a site visitor, I want to see a list of all upcoming Certification Courses and can page through them if there are a lot, so that I can choose the best course for me."
1468,"As a site visitor, I want to see a list of all upcoming Other Courses and can page through them if necessary, so that I can choose the best course for me."
1469,"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any."
1470,"As a trainer, I want to create a new course or event, so that site visitors can see it."
1471,"As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold."
1472,"As a site administrator, I want to create an Other Course or Event that is not charged a listing fee, so that the Scrum Alliance doesn't charge itself for Scrum Gatherings that it puts on."
1473,"As a site administrator, I want to set the listing fee per Other Course or Event, so that we have flexibility on what to charge in the future."
1474,"As a trainer, I want to update one of my existing courses or events, so that it reflects accurate information."
1475,"As a trainer, I want to delete one of my courses or events, so that it's no longer listed if I cancel for some reason."
1476,"As a trainer, I want to copy one of my courses or events, so that I can create a new one."
1477,"As a site admin, I want to delete any course or event, so that I can remove things that will no longer occur."
1478,"As a site editor, I want to update any course or event, so that I can fix things the original author hasn't."
1479,"As a trainer, I want to turn a course into an event or an event into a course, so that I can correctly classify anything that was entered incorrectly."
1480,"As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for."
1481,"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course."
1482,"As a site visitor, I want to subscribe to an RSS feed of upcoming courses and events, so that I am up to day without having to visit the site."
1483,"As a site visitor, I want to read FAQs, so that I can get quick answers."
1484,"As a site editor, I want to maintain a FAQ section, so that support gets fewer easily answered questions."
1485,"As a site visitor, I want to do a full-text search of the FAQs, so that I can find an answer quickly."
1486,"As a site member, I want to download the latest training material and methodology PDFs, so that I have them."
1487,"As a visitor, I want to download presentations, PDFs, etc. on Scrum, so that I can learn from them or use them."
1488,"As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in."
1489,"As a recruiter, I want to post a help wanted ad, so that I can attract candidates."
1490,"As a site admin, I want to approve each help wanted ad before it gets to the site, so that we're sure of the quality of jobs being listed."
1491,"As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it."
1492,"As a site member, I want to subscribe to an RSS feed of jobs available, so that I can read them without visiting the site."
1493,"As a site admin, I want to edit and delete help wanted ads, so that I can correct small problems or make sure each ad complies with site guidelines."
1494,"As a site admin, I want to stop publishing jobs on the site 30 days after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad."
1495,"As a recruiter, I want to be able to extend an ad for another 30 days by visiting the site and updating the posting, so that my ad remains active."
1496,"As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad."
1497,"As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings."
1498,"As the site editor, I want to include a teaser with each article, so that site visitors can decide if they want to read the rest."
1499,"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me."
1500,"As the site editor, I want to add an article to the site, so that the site has plenty of content."
1501,"As a site editor, I want to set start publishing dates, old article date, and stop publishing dates for articles, so that articles appear only during appropriate periods."
1502,"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently."
1503,"As the site editor, I want to have pretty good control over how the article, so that articles are visually appealing."
1504,"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article."
1505,"As a site editor, I want to be able to indicate whether an article is publicly available or for members only, so that visitors are incentivized to become members."
1506,"As a site visitor, I want to be able to read some of your articles, so that I can learn without first joining the site."
1507,"As a site member, I want to have full access to all articles, so that there is a benefit to being a member."
1508,"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want."
1509,"As a site visitor, I want to subscribe to an RSS feed of articles, so that I can read them without visiting the site."
1510,"As a site visitor, I want to post comments about articles, so that others can read them."
1511,"As a site editor, I want to have a prominent area on the home page where I can put special announcements not necessarily news or articles, so that I can give them additional exposure."
1512,"As a site editor, I want to have some flexibility as to where things appear, so that I can accommodate different types of content."
1513,"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership."
1514,"As a site visitor, I want to see new content when I come to the site, so that I come back more often."
1515,"As a site visitor, I want to have articles that interest me and are easy to get to, so that I come to the site for my agile news and learning."
1516,"As a site visitor, I want to know as soon as I visit what on earth Scrum is and why it needs an alliance, so that I don't bounce immediately oï¬€ the page."
1517,"As a site visitor, I want to know as I glance around the home page what on earth a CSM is and why I'd want to be one, so that I read more."
1518,"As a site visitor, I want to be able to get back to the home page quickly and easily, so that I don't get lost navigating."
1519,"As a site visitor, I want to see a list of the most popular items on the site, so that I am most likely to read the most important or best content."
1520,"As a trainer, I want to be assured that no one can submit the same answers multiple time and skew my results, so that my ratings are accurate."
1521,"As a trainer, I want to be notified about the results of surveys about my classes, so that I can read them."
1522,"As a site admin, I want to see the results for each trainer and averages for the class, so that I can identify any outliers or possible problems."
1523,"As a site visitor, I want to see a trainer's rating, so that I choose a course from an appropriate trainer."
1524,"As a trainer, I want to show my rating up on my profile page, so that site visitors can choose wisely."
1525,"As a site visitor, I want to view a section of the website that teaches me the basics of what Scrum is, so that I can learn that quickly."
1526,"As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors."
1527,"As a site visitor, I want to view lists on the site of all Certified Scrum Masters, Practitioners, Trainers, and Certified Scrum Product Owners."
1528,"As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification."
1529,"As a trainer, I want to load an Excel file into the site, so that the course participants are added to the Scrum Alliance records."
1530,"As a site admin, I want to view all classes in a pending state, so that I can approve any that need to be approved."
1531,"As a site admin, I want to move people in a trainer's class from a pending state to the registry once I have received proof of payment from the trainer."
1532,"As a CSM, I want to be sent an email welcoming me to the Scrum Alliance and with instructions to register or activate my membership once my name has been loaded to the registry."
1533,"As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits."
1534,"As a company, I want to join the Scrum Alliance by paying a corporate membership fee, so that I can show the company's support of Scrum."
1535,"As a corporatesponsor, I want to display my logo on a corporate sponsors page, so that others see the company's support of Scrum."
1536,"As a corporatesponsor, I want to make my logo randomly appear on the home page, so that others see the company's support of Scrum."
1537,"As a CSM, I want to be charged a fee once I am approved for Practitioner status, so that my certification status can be activated."
1538,"As a CST, I want to pay an annual fee, so that my CST status is active."
1539,"As a site administrator, I want to set the annual fees for members, Practitioners and Trainers, so that fees can be set without involving a programmer."
1540,"As a member, I want to receive a reminder and a link, so that I can renew my membership."
1541,"As a member, I want to have the system email me a new password or a password reminder since i have short-term memory problems."
1542,"As a trainer, I want to read information of relevance only to trainers, so that the Scrum Alliance can share information with me easily."
1543,"As a site editor, I want to post information in a trainers-only section, so that only trainers see it."
1544,"As a Data Publishing User, I want to be able to edit a dataset I have published, So that I can correct or enhance existing data."
1545,"As a Data Publishing User, I want to be able to edit the model of data I have already imported, So that I can fix bugs or make enhancements in the API built for my data."
1546,"As a Data Publishing User, I want to be able to delete a dataset I have published, So that I can remove unwanted data from OpenSpending."
1547,"As a Platform Administrator, I want to be able to Hide any dataset already added as Public, So that I can maintain Public/Hidden status for other users."
1548,"As a Platform Administrator, I want to have a view on all datasets published by all users, So that I can perform management actions on any dataset."
1549,"As a Platform Administrator, I want to be able to delete any dataset published, So that I can deal with takedown requests, or clean up test datasets."
1550,"As a Data Publishing User, I want to be able to edit the data source of data I have already imported, So that I can fix bugs or make enhancements in the API built for my data."
1551,"As a Data Publishing User, I want to have the Packager support Constants, So that I can model dimensions that may not exist in the source file."
1552,"As a Data Publishing User, I want to be able to import data in Excel, So that I do not have to convert data formats in order to use the data packager."
1553,"As a Data Publishing User, I want to know what my data needs to be able to be visualised on a map, So that I can visualise it on a map."
1554,"As a Data Publishing User, I want to be able to import data in JSON, So that I do not have to convert data formats in order to use the data packager."
1555,"As a Data Publishing User, I want to be able to import data from a Google Spreadsheet, So that I do not have to convert data formats in order to use the data packager."
1556,"As a Data Publishing User, I want to be able to import data from Fiscal Data Package descriptor file, So that I do not have to convert data formats in order to use the data packager."
1557,"As a Data Publishing User, I want to be able to provide the Platform Administrator with additional GeoJSON sources, So that I can improve the map-based visualisations of my data."
1558,"As a Data Consuming User, I want to be able to filter, sort and aggregate data by multiple dimensions and measures, So that I can get more granular views on the data."
1559,"As a Data Consuming User, I want to be able to download a CSV of the data that is used in any visualisation I am viewing, So that I can use the data in other tools."
1560,"As a Data Consuming User, I want to be able to change the display of all monetary measures across a set of currencies, So that I can understand localised amounts in non-localised figures."
1561,"As a Data Consuming User, I want to see textual descriptions that accompany embedded visualisations, So that I can more easily understand what I am viewing."
1562,"As a Data Consuming User, I want to be able to share a view state as a URL to social networks, So that I can share data that I have found with others."
1563,"As a Data Consuming User, I want to be able to download an image ofa particular view state, So that I can use it offline."
1564,"As a Data Consuming User, I want to be able to share an image of a particular view state to the social networks that support this, So that I can provide richer context in those communication channels for data I am sharing."
1565,"As a Data Consuming User, I want to be able to have stepped zoom on map visualisations, So that I can have better control over the navigation experience inside a map view."
1566,"As a Data Consuming User, I want to have consistent use of colour on map visualisations, So that I can better understand the visual logic of the map view."
1567,"As a Developer, I want to be able to customise the Brand Name and Icon, and Primary Color of all frontend Javascript apps, So that I can customise the branding for my own needs."
1568,"As an API User, I want to be able to understand if a user is a Publisher, So that I can offer functionality based on Dataset Publisher privileges."
1569,"As an API User, I want to be able to understand if a user is an Administrator, So that I can offer functionality based on Platform Administration privileges."
1570,"As an API User, I want to be able to get bordering regions|cities when I query a region|city, So that I can provider wider visual context for mapping visualisations."
1571,"As an API User, I want to be able to dynamically request polygons based on the query made, So that I can provide maps that match the query."
1572,"As an API User, I want to have a flexible API using HASC codes for countries, regions and cities, So that I can visualise budget data on maps."
1573,"As an API User, I want to be able to get a CSV output of any cube-based query, So that I can use work with tools that read CSV."
1574,"As an API User, I want to be able to get a set of monetary measures transferred to different currencies, So that I can use this in scenarios that might enable comparison by normalisation."
1575,"As an API User, I want to be able to use metadata to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily."
1576,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily."
1577,"As an API User, I want to be able to normalise measures by population, So that I work with datasets in reference to their contextual constraints."
1578,"As an API User, I want to be able to normalise measures by geographical area, So that I work with datasets in reference to their contextual constraints."
1579,"As an API User, I want to be able to normalise measures by GDP, so I work with datasets in reference to their contextual constraints."
1580,"As an API User, I want to be able to normalise measures by GINI and related socioeconomic indexes, So that I work with datasets in reference to their contextual constraints."
1581,"As an API User, I want to be able to get a relative percentage of a measure to the total of the dataset it comes from, So that I can build alternative displays of the data."
1582,"As an API User, I want to be able to persistently store visualisation state in the database, So that such can be shared more easily and contribute to a visualisation gallery."
1583,"As a Data Publishing User, I want to have my dataset update automatically as the source file/files changes, So that OpenSpending always shows current data."
1584,"As an OpenSpending Community Member, I want to have a blog that highlights any and all projects in the open fiscal space, So that I can relate to openspending.org as the central hub of fiscal openness."
1585,"As a User, I want to be able to set my own username, So that my data is more easily discoverable."
1586,"As a Data Publishing User, I want to be able to add a dataset in a Hidden state, So that I can work on a dataset before having it discoverable via OpenSpending user interfaces."
1587,"As a Data Publishing User, I want to be able to Hide a dataset that I have already added as Public, So that I can fix my mistakes or have a dataset primarily for my own use."
1588,"As a Data Publishing User, I want to have a view on all the datasets I have published, So that I can perform management actions on my own datasets."
1589,"As a Data Publishing User, I want to have a functioning Python Client, So that I can add data to the datastore in bulk from the command line or my own programs."
1590,"As an OpenSpending Community Member, I want to have an app where I can find examples of use of fiscal data visualisations, So that I can find guidance in creating my own with Open Spending."
1591,"As a Data Publishing User, I want to know if my CSV file is valid, So that I can fix possible data issues before publishing it on Open Spending."
1592,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in."
1593,"As a Data Consuming User, I want to visualize by default in treemap, bubble tree, map and pivot table the most recent year when my dataset contain multiple years, So that I'm not confused with the amounts."
1594,"As an API user, I want to be able to change the colors of the embedded visualisations in my own platform, So that I can customize the visualisations."
1595,"As an API user, I want to be able to change some of the styling of the embedded Viewer in my own platform, So that I can brand it to my own organisation's color scheme."
1596,"As a Platform administrator, I want to be able to translate the data types hierarchies of the Viewer while in embed mode, So that my users can understand the interface in their native language."
1597,"As a PI, I want to properly record all metadata, so that I can ensure proper running of the project in case of staff changes."
1598,"As a researcher, I want to indicate where my data will be stored during the project and where after the project, so that it remains accessible during all stages of the data lifecycle."
1599,"As a researcher, I want to import metadata that I captured with a metadata tool, so that I do not have to capture it again in a DMP."
1600,"As a data manager, I want to know how the data is used, so that I can develop more detailed usage and support scenarios with researchers."
1601,"As a repository owner, I want to be able to check the planned provenance of the data that will be submitted at the end of a project, so that I can calculate necessary submission fees and check whether it belongs to our target group."
1602,"As an IT manager, I want to know about IT resource requirements early in the project lifecycle, so that I can enable resource acquisition planning."
1603,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it."
1604,"As an IT staff member, I want to know the security requirements of the data, so that I know which kind of security measures to apply."
1605,"As a data manager, I want to have the description of collected data sets that are used or updated throughout the project lifecycle, so that I can ensure the descriptions are current and add detail as the study proceeds."
1606,"As a researcher, I want to know which topics are mandatory and similar in all DMPs, so that I can save time through quickly writing it."
1607,"As a data manager, I want to know what the content of the data is, so that I can decide to which collection or repository the data fits."
1608,"As a PI, I want to record information about my DMP, so that an Ethics Committee can review this for compliance with ethical standards."
1609,"As a legalofficer, I want to know about data sensitivity, so that I can establish sharing options."
1610,"As a data librarian, I want to extract pointers from the DMP to metadata held in other systems, so that I can import this metadata into a data catalogue."
1611,"As an IT staff member, I want to have an estimate of the produced data volume, so that I can plan the overall storage consumption."
1612,"As an administrator, I want to know who funded the project and their requirements, so that I can track the funder specific obligations."
1613,"As an archivemanager, I want to know the legal status of data, so that I can apply the legal requirements accordingly."
1614,"As a data manager, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required."
1615,"As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required."
1616,"As an archivemanager, I want to know in advance the conservation period of data, so that I can better organize the service by adapting the preservation actions."
1617,"As a data manager, I want to document all rights necessary for managing the data, so that I can curate and preserve the data."
